C3mCall,r,date,time,address,X,Y
6536,Code3Med,2011-03-27,10:52:02,1600SW35thSTCorvallis,7498382.333,287448.1185
6537,Code3Med,2011-03-27,11:10:27,2100NEHIGHWAY 20                                       HWYCorvallis,7534907.362,338604.6878
6538,Code3Med,2011-03-27,11:28:24,5500SWAIRPORT                                          PLCORVALLIS      ,7509493.127,318999.1834
6539,Code3Med,2011-03-27,11:31:59,2400APPLEGATE                                        STPHILOMATH      ,7493473.068,327316.2093
6540,Code3Med,2011-03-27,11:35:40,3700NWSAMARITAN                                        DRCORVALLIS      ,7503748.059,364599.7462
6541,Code3Med,2011-03-27,12:15:57,1600SW53rdSTCorvallis,7486304.779,367440.9575
6542,Code3Med,2011-03-27,12:39:10,400SWSACKETT                                          PLOSU            ,7525589.629,335250.4606
6543,Code3Med,2011-03-27,12:45:22,0NWHarrisonBLVDCorvallis,7489395.328,305658.9465
6544,Code3Med,2011-03-27,13:07:43,100NW10thSTCorvallis,7529292.97,327617.6461
6545,Code3Med,2011-03-27,13:31:25,300NW25thSTCorvallis,7502226.181,318426.4509
6546,Code3Med,2011-03-27,13:39:06,700SW4thSTCorvallis,7475926.968,360407.2096
6547,Code3Med,2011-03-27,13:39:21,0NW21ST                                             BLVDCORVALLIS      ,7461394.601,356462.9073
6548,Code3Med,2011-03-27,13:53:44,2900NWHarrisonBLVDCorvallis,7485118.586,354625.7574
6549,Code3Med,2011-03-27,14:10:45,200NECONIFER                                          BLVDCORVALLIS      ,7500011.652,329190.1983
6550,Code3Med,2011-03-27,14:27:38,3000NWELMWOOD                                          DRCORVALLIS      ,7501179.616,369632.5771
6551,Code3Med,2011-03-27,14:29:50,3600NWSAMARITAN                                        DRCORVALLIS      ,7500622.719,315549.8032
6552,Code3Med,2011-03-27,14:36:29,3400NWORCHARD                                          AVEOSU            ,7488736.56,342703.0236
6553,Code3Med,2011-03-27,14:42:32,0NWKINGS                                            AVECORVALLIS      ,7499708.919,336651.6257
6554,Code3Med,2011-03-27,14:51:38,2100NW17thSTCorvallis,7507834.048,317665.2153
6555,Code3Med,2011-03-27,15:02:55,700SW30TH                                             STOSU            ,7469700.972,363954.1859
6556,Code3Med,2011-03-27,15:03:42,1500SWBIRDIE                                           DRCORVALLIS      ,7519617.59,338195.1274
6557,Code3Med,2011-03-27,15:14:27,300NW35TH                                             STCORVALLIS      ,7498692.75,339533.268
6558,Code3Med,2011-03-27,15:34:21,1300NWBecaAVECorvallis,7487906.341,322339.2627
6559,Code3Med,2011-03-27,15:51:24,2600NEJACK LONDON                                      STCORVALLIS      ,7490002.368,339827.4901
6560,Code3Med,2011-03-27,16:02:00,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7493384.918,358344.1098
6561,MVA,2011-03-27,16:13:04,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7497483.214,307468.8843
6562,Code3Med,2011-03-27,16:15:35,200NECONIFER                                          BLVDCORVALLIS      ,7487492.676,359632.9743
6563,Code3Med,2011-03-27,16:41:16,2600NEJACK LONDON                                      STCORVALLIS      ,7492331.645,354240.4401
6564,Code3Med,2011-03-27,17:07:44,700ORCHARD                                          STMONROE         ,7477095.037,308384.2664
6565,Code3Med,2011-03-27,17:35:50,200NECONIFER                                          BLVDCORVALLIS      ,7525363.387,321979.6941
6566,Code3Med,2011-03-27,17:44:43,900NWGARFIELD                                         AVECORVALLIS      ,7485914.219,380234.65
6567,Code3Med,2011-03-27,18:45:05,1600NWTAYLOR                                           AVECORVALLIS      ,7507376.629,320324.1072
6568,Code3Med,2011-03-27,19:35:09,33800SETERRA                                            CIRCorvallis,7482347.721,332223.8571
6569,Code3Med,2011-03-27,19:48:53,3600NWSAMARITAN                                        DRCORVALLIS      ,7483299.995,334682.9206
6570,Code3Med,2011-03-27,19:58:32,500SW3rdSTCorvallis,7510630.237,319241.1335
6571,Code3Med,2011-03-27,21:09:09,600NWVAN BUREN                                        AVECORVALLIS      ,7473644.298,325761.1568
6572,Code3Med,2011-03-27,21:32:44,4900NEELLIOTT                                          CIRCorvallis,7472941.025,356058.7109
6573,Code3Med,2011-03-27,21:45:16,200NW3rdSTCorvallis,7488898.638,325823.3654
6574,Code3Med,2011-03-27,21:58:18,200NECONIFER                                          BLVDCORVALLIS      ,7490201.751,312485.6632
6575,Code3Med,2011-03-27,22:00:47,900NWGRANT                                            AVECORVALLIS      ,7515320.071,331460.2075
6576,Code3Med,2011-03-27,22:02:24,2800NW29TH                                             STCORVALLIS      ,7499814.553,314024.5321
6577,Code3Med,2011-03-27,22:21:50,800SWC                                                AVECORVALLIS      ,7489837.886,313027.7314
6578,Code3Med,2011-03-27,22:33:40,5300NEELLIOTT                                          CIRCorvallis,7475742.425,309975.7617
6579,Code3Med,2011-03-27,23:31:25,5300NEELLIOTT                                          CIRCorvallis,7490927.392,357041.1747
6580,Code3Med,2011-03-27,23:57:22,5300NEELLIOTT                                          CIRCorvallis,7487391.088,304960.0403
6581,Code3Med,2011-03-28,00:20:24,4400NWWALNUT                                           BLVDCORVALLIS      ,7473746.091,356509.2469
6582,Code3Med,2011-03-28,00:53:37,600NECIRCLE                                           BLVDCORVALLIS      ,7480177.49,343792.7419
6583,Code3Med,2011-03-28,00:55:35,300NECONIFER                                          BLVDCORVALLIS      ,7509248.778,329811.1723
6584,Code3Med,2011-03-28,01:35:15,1300NWVAN BUREN                                        AVECORVALLIS      ,7503676.468,369782.4483
6585,Code3Med,2011-03-28,01:44:14,2500SWWESTERN                                          BLVDOSU            ,7504573.65,306415.966
6586,Code3Med,2011-03-28,02:03:22,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7487908.239,345906.3655
6587,Code3Med,2011-03-28,02:10:21,25000HIDDEN VALLEY                                    RDPhilomath,7495540.717,357834.6414
6588,Code3Med,2011-03-28,02:10:41,400SW26TH                                             STOSU            ,7514852.692,345715.0765
6589,Code3Med,2011-03-28,02:26:48,100SWMEMORIAL                                         PLOSU,7492335.619,385100.9463
6590,Code3Med,2011-03-28,02:31:07,0NWFillmoreAVECORVALLIS      ,7484693.255,339378.2743
6591,Code3Med,2011-03-28,02:54:11,4400NWHIGHLAND                                         DRCorvallis,7479381.529,338976.0737
6592,Code3Med,2011-03-28,04:13:28,400NW11TH                                             STCORVALLIS      ,7504851.087,326327.0481
6593,Code3Med,2011-03-28,04:23:29,4700SWHollyhockCIRCorvallis,7490262.858,369970.0565
6594,Code3Med,2011-03-28,04:31:38,3300NELANCASTER                                        STCORVALLIS      ,7488081.01,328466.0687
6595,Code3Med,2011-03-28,04:32:36,400NWELKS                                             DRCORVALLIS      ,7495780.472,334328.6255
6596,Code3Med,2011-03-28,04:39:03,0SW26TH                                             AVEOSU            ,7488117.448,313493.3395
6597,Code3Med,2011-03-28,05:29:10,7500ToddDRCorvallis,7477143.418,319644.3117
6598,Code3Med,2011-03-28,06:00:00,200NECONIFER                                          BLVDCORVALLIS      ,7450689.839,354155.7176
6599,Code3Med,2011-03-28,06:15:27,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7500220.704,326017.993
6600,Code3Med,2011-03-28,06:35:14,7100NWRAMONA                                           LNCORVALLIS      ,7492920.768,333634.889
6601,Code3Med,2011-03-28,06:37:10,21400HIGHWAY 20                                       HWYBlodgett,7498318.901,347340.9659
6602,Code3Med,2011-03-28,07:21:50,oSW53rdSTCorvallis,7512441.211,341407.4384
6603,Code3Med,2011-03-28,07:42:36,0SW53RD                                             STCORVALLIS      ,7505088.132,348437.1073
6604,Code3Med,2011-03-28,07:43:29,300NW35TH                                             STCORVALLIS      ,7496943.915,344535.4496
6605,Code3Med,2011-03-28,08:03:29,2500NWWAYLAND                                          STCORVALLIS      ,7497067.575,342589.3944
6606,Code3Med,2011-03-28,08:04:20,2630099WHWYMonro,7499462.208,332294.9182
6607,Code3Med,2011-03-28,08:09:34,2900SW45thSTCorvallis,7497292.93,360154.7927
6608,Code3Med,2011-03-28,08:24:51,0SW3RD                                              AVECORVALLIS      ,7471317.108,320700.5036
6609,Code3Med,2011-03-28,08:46:21,700NW2ndSTCorvallis,7503509.466,300961.3776
6610,Code3Med,2011-03-28,08:46:42,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7490499.575,286914.9932
6611,Code3Med,2011-03-28,08:53:05,400NWELKS                                             DRCORVALLIS      ,7492197.654,337964.9967
6612,Code3Med,2011-03-28,08:57:50,3600NWSamaritanDRCorvallis,7479324.283,363301.4374
6613,Code3Med,2011-03-28,09:20:01,5200SWPhilomathBLVDCorvallis,7503784.367,351564.9807
6614,Code3Med,2011-03-28,10:37:07,500NW27TH                                             STCORVALLIS      ,7490850.364,348358.5711
6615,Code3Med,2011-03-28,10:41:27,0NW11TH                                             BLVDCORVALLIS      ,7496153.951,336234.3132
6616,Code3Med,2011-03-28,10:54:59,0NE Hwy 20HWYCorvallis,7483998.347,327483.6372
6617,Code3Med,2011-03-28,10:56:48,29600PHEASANT                                         AVECorvallis,7510251.126,336109.1929
6618,Code3Med,2011-03-28,11:40:18,2700NWHIGHLAND                                         DRCORVALLIS      ,7487813.332,352515.6413
6619,MVA,2011-03-28,12:41:11,400SW8TH                                              STCORVALLIS      ,7499471.465,310297.9167
6620,Code3Med,2011-03-28,12:45:42,300N 10TH                                             STPHILOMATH      ,7484374.396,352161.3636
6621,Code3Med,2011-03-28,12:48:32,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7490646.863,303895.7567
6622,Code3Med,2011-03-28,12:52:59,500NW34thSTCorvallis,7502178.221,376924.8093
6623,Code3Med,2011-03-28,13:03:48,0HIGHWAY 20                                       HWYCORVALLIS      ,7470654.254,334084.5377
6624,Code3Med,2011-03-28,13:06:25,800SELillyAVECorvallis,7508718.891,321147.7365
6625,Code3Med,2011-03-28,13:14:07,4700SWHollyHockCIRCorvallis,7504062.193,345814.3197
6626,Code3Med,2011-03-28,13:26:05,29200Hwy 34HWYCorvallis,7507173.735,373485.341
6627,Code3Med,2011-03-28,13:38:11,3900NWWITHAM HILL                                      DRCORVALLIS      ,7489568.637,342793.506
6628,Code3Med,2011-03-28,13:39:21,1000SEMasonPLCorvallis,7492648.15,388645.8139
6629,Code3Med,2011-03-28,13:58:21,0NW10thSTCorvallis,7466619.037,356433.7218
6630,MVA,2011-03-28,14:01:34,5200SWPhilomathBLVDCorvallis,7493071.615,307371.3005
6631,Code3Med,2011-03-28,14:07:03,600NW5TH                                              STCORVALLIS      ,7482744.991,347862.4257
6632,Code3Med,2011-03-28,14:21:12,3600NWSAMARITAN                                        DRCORVALLIS      ,7483056.523,321497.0537
6633,Code3Med,2011-03-28,14:30:50,400SWTUNISON                                          AVECORVALLIS      ,7470564.98,333047.7755
6634,Code3Med,2011-03-28,15:30:50,1000MAINSTPhilomath,7486779.598,330268.2327
6635,Code3Med,2011-03-28,15:42:57,600SWMADISON                                          AVECORVALLIS      ,7481264.554,337347.1643
6636,Code3Med,2011-03-28,15:56:32,0NEHWY 20HWYCorvallis,7490213.089,380124.0327
6637,Code3Med,2011-03-28,17:56:42,1300NW29TH                                             STCORVALLIS      ,7478577.507,324165.9641
6638,Code3Med,2011-03-28,18:25:17,2900NW29TH                                             STCORVALLIS      ,7477408.563,296263.1215
6639,Code3Med,2011-03-28,18:47:22,800NECIRCLE                                           BLVDCORVALLIS      ,7485852.276,373368.4798
6640,Code3Med,2011-03-28,20:09:30,300SEGOODNIGHT                                        AVECORVALLIS      ,7501034.71,322860.8854
6641,Code3Med,2011-03-28,20:14:15,500NW23RD                                             STCORVALLIS      ,7491799.152,312653.9473
6642,Code3Med,2011-03-28,21:48:22,1100SWSTOPP                                            PLCORVALLIS      ,7489317.069,351020.0266
6643,Code3Med,2011-03-28,22:09:12,600KELLY                                            STMONROE         ,7481316.608,342955.7272
6644,Code3Med,2011-03-28,22:11:59,900SEBETHEL                                           PLCORVALLIS      ,7484772.849,335772.4441
6645,Code3Med,2011-03-28,22:36:51,4100NWPINECONE                                         PLCORVALLIS      ,7481402.065,322865.7918
6646,Code3Med,2011-03-28,22:48:30,0NWBuchananAVECorvallis,7490709.711,360962.5685
6647,Code3Med,2011-03-28,22:48:56,25400ORCHARD TRACT                                    RDMONROE         ,7483156.055,304955.7406
6648,Code3Med,2011-03-28,23:02:22,3500NWSAMARITAN                                        DRCORVALLIS      ,7502194.865,342424.0815
6649,Code3Med,2011-03-28,23:18:38,0NEHwy 20HWYCorvallis,7480029.828,339184.2358
6650,Code3Med,2011-03-28,23:23:33,1500SWJEFFERSON                                        WAYOSU            ,7489424.936,359249.6683
6651,Code3Med,2011-03-28,23:40:17,2200SERYAN                                             STCORVALLIS      ,7478513.653,336317.1979
6652,Code3Med,2011-03-29,00:34:28,2100APPLEGATE                                        STPHILOMATH      ,7512692.074,316596.8414
6653,Code3Med,2011-03-29,00:37:17,0NW4TH                                              STCORVALLIS      ,7499157.728,346182.7283
6654,Code3Med,2011-03-29,00:37:31,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7473475.046,301224.4014
6655,Code3Med,2011-03-29,00:40:23,34400COLORADO LAKE                                    DRCorvallis,7498896.934,328057.0299
6656,Code3Med,2011-03-29,01:09:37,1700NWDIVISION                                         STCORVALLIS      ,7509465.179,326955.8099
6657,Code3Med,2011-03-29,01:15:53,1900NWHIGHLAND                                         DRCORVALLIS      ,7492054.613,332827.0443
6658,Code3Med,2011-03-29,01:26:03,700NW5TH                                              STCORVALLIS      ,7476825.93,340491.3275
6659,Code3Med,2011-03-29,01:31:37,400SW26TH                                             STCorvallis,7508376.583,361147.7123
6660,Code3Med,2011-03-29,01:38:25,2300NWPROFESSIONAL                                     DRCORVALLIS      ,7500821.379,332997.1125
6661,Code3Med,2011-03-29,01:56:49,0NW3RD                                              AVECORVALLIS      ,7483575.145,350433.5144
6662,Code3Med,2011-03-29,01:59:22,400SW26TH                                             STOSU            ,7497411.084,337022.0726
